FID,Geocodigo,Nome,MoradDPPOColetDomicServLimpTot,MoradDPPOColetTot,MoradDPPODepCacambServLimpTot,MoradDPPOTot,PercMoradDPPOColetDomicServLimpTot,PercMoradDPPOColetTot,PercMoradDPPODepCacambServLimpTot
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19d5,1500347,Água Azul do Norte - PA,9816,10090,274,17961,54.65,56.18,1.53
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19d4,1500404,Alenquer - PA,31813,31986,173,69250,45.94,46.19,0.25
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19d3,1500503,Almeirim - PA,19523,22652,3129,34173,57.13,66.29,9.16
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19d2,1500602,Altamira - PA,100454,103166,2712,125916,79.78,81.93,2.15
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19d1,1500701,Anajás - PA,9074,10683,1609,27905,32.52,38.28,5.77
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19cf,1500800,Ananindeua - PA,434312,468557,34245,477381,90.98,98.15,7.17
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19ce,1500859,Anapu - PA,14222,15535,1313,31548,45.08,49.24,4.16
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19cd,1500909,Augusto Corrêa - PA,20378,25582,5204,44524,45.77,57.46,11.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19cc,1500958,Aurora do Pará - PA,13211,13721,510,23672,55.81,57.96,2.15
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19cb,1501006,Aveiro - PA,3233,4309,1076,18188,17.78,23.69,5.92
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19ca,1501105,Bagre - PA,1096,11482,10386,31715,3.46,36.2,32.75
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19c9,1501204,Baião - PA,26876,28386,1510,51107,52.59,55.54,2.95
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19c8,1501253,Bannach - PA,1768,1811,43,3990,44.31,45.39,1.08
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19c7,1501303,Barcarena - PA,103451,107592,4141,126452,81.81,85.09,3.27
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19c6,1501402,Belém - PA,1166277,1265629,99352,1301368,89.62,97.25,7.63
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19c5,1501451,Belterra - PA,9782,10928,1146,18042,54.22,60.57,6.35
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19c4,1501501,Benevides - PA,49903,58542,8639,63381,78.73,92.37,13.63
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19c3,1501576,Bom Jesus do Tocantins - PA,11757,12141,384,17958,65.47,67.61,2.14
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19c2,1501600,Bonito - PA,7046,8065,1019,12602,55.91,64,8.09
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19c1,1501709,Bragança - PA,80773,88759,7986,122802,65.77,72.28,6.5
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19c0,1501725,Brasil Novo - PA,11758,12802,1044,24616,47.77,52.01,4.24
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19bf,1501758,Brejo Grande do Araguaia - PA,3685,4024,339,6775,54.39,59.39,5
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19be,1501782,Breu Branco - PA,31041,32969,1928,45630,68.03,72.25,4.23
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19bd,1501808,Breves - PA,39250,51611,12361,106633,36.81,48.4,11.59
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19bc,1501907,Bujaru - PA,7403,7916,513,24324,30.43,32.54,2.11
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19bb,1501956,Cachoeira do Piriá - PA,5974,7872,1898,19578,30.51,40.21,9.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19b9,1502004,Cachoeira do Arari - PA,9698,9883,185,23944,40.5,41.28,0.77
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19b8,1502103,Cametá - PA,64289,71876,7587,133949,48,53.66,5.66
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19b7,1502152,Canaã dos Carajás - PA,68713,71476,2763,76838,89.43,93.02,3.6
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19b6,1502202,Capanema - PA,56142,60148,4006,70224,79.95,85.65,5.7
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19b5,1502301,Capitão Poço - PA,38500,40041,1541,56462,68.19,70.92,2.73
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19b4,1502400,Castanhal - PA,172756,181684,8928,191716,90.11,94.77,4.66
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19b3,1502509,Chaves - PA,736,4398,3662,20704,3.55,21.24,17.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19b2,1502608,Colares - PA,8158,8456,298,12851,63.48,65.8,2.32
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19b1,1502707,Conceição do Araguaia - PA,33160,34583,1423,44534,74.46,77.66,3.2
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19b0,1502756,Concórdia do Pará - PA,14693,18214,3521,26852,54.72,67.83,13.11
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19af,1502764,Cumaru do Norte - PA,6239,6775,536,12863,48.5,52.67,4.17
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19ae,1502772,Curionópolis - PA,14765,16350,1585,19942,74.04,81.99,7.95
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19ad,1502806,Curralinho - PA,9932,10704,772,33830,29.36,31.64,2.28
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19ab,1502855,Curuá - PA,5306,6169,863,14105,37.62,43.74,6.12
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19aa,1502905,Curuçá - PA,29927,32304,2377,41136,72.75,78.53,5.78
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19a9,1502939,Dom Eliseu - PA,48969,49580,611,58380,83.88,84.93,1.05
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19a8,1502954,Eldorado do Carajás - PA,16092,16549,457,28117,57.23,58.86,1.63
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19a7,1503002,Faro - PA,6569,6854,285,8693,75.57,78.85,3.28
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19a6,1503044,Floresta do Araguaia - PA,9541,9700,159,17887,53.34,54.23,0.89
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19a5,1503077,Garrafão do Norte - PA,15390,15425,35,24692,62.33,62.47,0.14
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19a4,1503093,Goianésia do Pará - PA,17765,17944,179,26317,67.5,68.18,0.68
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19a3,1503101,Gurupá - PA,10355,12150,1795,31687,32.68,38.34,5.66
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19a2,1503200,Igarapé-Açu - PA,27926,28584,658,35600,78.44,80.29,1.85
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19a1,1503309,Igarapé-Miri - PA,25010,28054,3044,64706,38.65,43.36,4.7
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-19a0,1503408,Inhangapi - PA,5798,6257,459,10313,56.22,60.67,4.45
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-199f,1503457,Ipixuna do Pará - PA,17338,20837,3499,30206,57.4,68.98,11.58
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-199e,1503507,Irituia - PA,10878,13012,2134,30934,35.17,42.06,6.9
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-199d,1503606,Itaituba - PA,102720,105119,2399,122162,84.09,86.05,1.96
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-199c,1503705,Itupiranga - PA,24046,29062,5016,49637,48.44,58.55,10.11
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-199b,1503754,Jacareacanga - PA,9616,9715,99,23845,40.33,40.74,0.42
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1999,1503804,Jacundá - PA,32372,33194,822,37664,85.95,88.13,2.18
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1998,1503903,Juruti - PA,26059,31960,5901,50735,51.36,62.99,11.63
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1997,1504000,Limoeiro do Ajuru - PA,6346,6949,603,29525,21.49,23.54,2.04
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1996,1504059,Mãe do Rio - PA,29426,31646,2220,34288,85.82,92.29,6.47
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1995,1504109,Magalhães Barata - PA,6641,6717,76,8075,82.24,83.18,0.94
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1994,1504208,Marabá - PA,227165,238288,11123,265617,85.52,89.71,4.19
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1993,1504307,Maracanã - PA,7932,11361,3429,25856,30.68,43.94,13.26
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1992,1504406,Marapanim - PA,15113,17293,2180,26496,57.04,65.27,8.23
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1991,1504422,Marituba - PA,100005,108043,8038,110593,90.43,97.69,7.27
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1990,1504455,Medicilândia - PA,10510,11770,1260,27027,38.89,43.55,4.66
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-198f,1504505,Melgaço - PA,1739,7864,6125,27714,6.27,28.38,22.1
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-198e,1504604,Mocajuba - PA,17732,19184,1452,27120,65.38,70.74,5.35
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-198d,1504703,Moju - PA,33848,36050,2202,83890,40.35,42.97,2.62
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-198c,1504752,Mojuí dos Campos - PA,10144,10251,107,23482,43.2,43.65,0.46
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-198b,1504802,Monte Alegre - PA,26835,27258,423,59946,44.77,45.47,0.71
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-198a,1504901,Muaná - PA,16317,17551,1234,45181,36.11,38.85,2.73
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1989,1504950,Nova Esperança do Piriá - PA,10940,12538,1598,20437,53.53,61.35,7.82
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1988,1504976,Nova Ipixuna - PA,7296,7429,133,13903,52.48,53.43,0.96
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1986,1505007,Nova Timboteua - PA,7993,9956,1963,12772,62.58,77.95,15.37
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1985,1505031,Novo Progresso - PA,27485,28633,1148,33474,82.11,85.54,3.43
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1984,1505064,Novo Repartimento - PA,30232,33502,3270,60607,49.88,55.28,5.4
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1983,1505106,Óbidos - PA,20360,24670,4310,51953,39.19,47.49,8.3
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1982,1505205,Oeiras do Pará - PA,13190,14273,1083,33694,39.15,42.36,3.21
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1981,1505304,Oriximiná - PA,42059,44657,2598,68115,61.75,65.56,3.81
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1980,1505403,Ourém - PA,15295,15460,165,17836,85.75,86.68,0.93
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-197f,1505437,Ourilândia do Norte - PA,25527,26091,564,32431,78.71,80.45,1.74
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-197e,1505486,Pacajá - PA,15419,18778,3359,41045,37.57,45.75,8.18
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-197d,1505494,Palestina do Pará - PA,3518,5063,1545,6884,51.1,73.55,22.44
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-197c,1505502,Paragominas - PA,94176,95844,1668,105048,89.65,91.24,1.59
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-197b,1505536,Parauapebas - PA,244459,254636,10177,267248,91.47,95.28,3.81
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-197a,1505551,Pau D'Arco - PA,4113,4166,53,6920,59.44,60.2,0.77
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1979,1505601,Peixe-Boi - PA,5280,6474,1194,8280,63.77,78.19,14.42
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1978,1505635,Piçarra - PA,6356,6485,129,12822,49.57,50.58,1.01
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1977,1505650,Placas - PA,7550,8425,875,18637,40.51,45.21,4.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1976,1505700,Ponta de Pedras - PA,9522,14395,4873,24945,38.17,57.71,19.53
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1974,1505809,Portel - PA,23463,28303,4840,61905,37.9,45.72,7.82
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1973,1505908,Porto de Moz - PA,13167,18490,5323,40564,32.46,45.58,13.12
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1972,1506005,Prainha - PA,12349,13596,1247,35427,34.86,38.38,3.52
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1971,1506104,Primavera - PA,8965,8997,32,10818,82.87,83.17,0.3
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1970,1506112,Quatipuru - PA,8741,9837,1096,11520,75.88,85.39,9.51
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-196f,1506138,Redenção - PA,79459,80464,1005,85146,93.32,94.5,1.18
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-196e,1506161,Rio Maria - PA,14119,14292,173,18370,76.86,77.8,0.94
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-196d,1506187,Rondon do Pará - PA,34155,35573,1418,52884,64.58,67.27,2.68
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-196c,1506195,Rurópolis - PA,20694,22344,1650,35625,58.09,62.72,4.63
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-196b,1506203,Salinópolis - PA,37133,39844,2711,44544,83.36,89.45,6.09
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-196a,1506302,Salvaterra - PA,12520,13886,1366,24043,52.07,57.75,5.68
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1969,1506351,Santa Bárbara do Pará - PA,16126,16751,625,21063,76.56,79.53,2.97
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1968,1506401,Santa Cruz do Arari - PA,4821,5275,454,7427,64.91,71.02,6.11
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1967,1506500,Santa Izabel do Pará - PA,56023,59317,3294,66485,84.26,89.22,4.95
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1966,1506559,Santa Luzia do Pará - PA,11392,13437,2045,20329,56.04,66.1,10.06
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1965,1506583,Santa Maria das Barreiras - PA,8923,9259,336,16451,54.24,56.28,2.04
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1964,1506609,Santa Maria do Pará - PA,18091,18996,905,24551,73.69,77.37,3.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1963,1506708,Santana do Araguaia - PA,25747,26888,1141,32281,79.76,83.29,3.53
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1962,1506807,Santarém - PA,249582,266082,16500,330460,75.53,80.52,4.99
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1961,1506906,Santarém Novo - PA,5556,5561,5,6098,91.11,91.19,0.08
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1960,1507003,Santo Antônio do Tauá - PA,21118,21916,798,27410,77.04,79.96,2.91
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-195f,1507102,São Caetano de Odivelas - PA,11929,12282,353,16651,71.64,73.76,2.12
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-195e,1507151,São Domingos do Araguaia - PA,15214,15916,702,21053,72.27,75.6,3.33
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-195d,1507201,São Domingos do Capim - PA,11506,11722,216,30585,37.62,38.33,0.71
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-195c,1507300,São Félix do Xingu - PA,36869,37585,716,65124,56.61,57.71,1.1
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-195b,1507409,São Francisco do Pará - PA,8132,9300,1168,14882,54.64,62.49,7.85
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-195a,1507458,São Geraldo do Araguaia - PA,15155,18063,2908,24153,62.75,74.79,12.04
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1959,1507466,São João da Ponta - PA,3890,3944,54,4426,87.89,89.11,1.22
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1958,1507474,São João de Pirabas - PA,14226,15497,1271,20670,68.82,74.97,6.15
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1957,1507508,São João do Araguaia - PA,4791,5609,818,13612,35.2,41.21,6.01
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1956,1507607,São Miguel do Guamá - PA,33383,35199,1816,52853,63.16,66.6,3.44
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1955,1507706,São Sebastião da Boa Vista - PA,7514,9401,1887,25539,29.42,36.81,7.39
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1954,1507755,Sapucaia - PA,3624,5387,1763,5812,62.35,92.69,30.33
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1953,1507805,Senador José Porfírio - PA,7560,8210,650,22231,34.01,36.93,2.92
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1952,1507904,Soure - PA,20927,21138,211,24176,86.56,87.43,0.87
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1951,1507953,Tailândia - PA,56869,62191,5322,72364,78.59,85.94,7.35
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1950,1507961,Terra Alta - PA,8860,8959,99,10393,85.25,86.2,0.95
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-194f,1507979,Terra Santa - PA,14034,15967,1933,18747,74.86,85.17,10.31
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-194e,1508001,Tomé-Açu - PA,44567,46569,2002,67373,66.15,69.12,2.97
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-194d,1508035,Tracuateua - PA,11724,11807,83,28579,41.02,41.31,0.29
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-194c,1508050,Trairão - PA,9554,10083,529,15210,62.81,66.29,3.48
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-194b,1508084,Tucumã - PA,32993,33450,457,39484,83.56,84.72,1.16
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-194a,1508100,Tucuruí - PA,80553,82922,2369,90701,88.81,91.42,2.61
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1949,1508126,Ulianópolis - PA,25566,27389,1823,37862,67.52,72.34,4.81
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1948,1508159,Uruará - PA,22173,23996,1823,43410,51.08,55.28,4.2
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1946,1508209,Vigia - PA,42385,44946,2561,50779,83.47,88.51,5.04
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1945,1508308,Viseu - PA,23026,27047,4021,58608,39.29,46.15,6.86
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1944,1508357,Vitória do Xingu - PA,9398,11199,1801,15562,60.39,71.96,11.57
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1943,1508407,Xinguara - PA,46850,47097,247,52546,89.16,89.63,0.47
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1942,1600055,Serra do Navio - AP,4362,4408,46,4631,94.19,95.18,0.99
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1941,1600105,Amapá - AP,6804,6829,25,7911,86.01,86.32,0.32
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1940,1600154,Pedra Branca do Amapari - AP,9007,10603,1596,12807,70.33,82.79,12.46
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-193f,1600204,Calçoene - AP,9017,9021,4,10432,86.44,86.47,0.04
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-193e,1600212,Cutias - AP,3446,3919,473,4426,77.86,88.54,10.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-193d,1600238,Ferreira Gomes - AP,4949,5058,109,6657,74.34,75.98,1.64
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-193c,1600253,Itaubal - AP,3779,3779,,5583,67.69,67.69,
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-193b,1600279,Laranjal do Jari - AP,20035,31829,11794,35059,57.15,90.79,33.64
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-193a,1600303,Macapá - AP,388396,415852,27456,439881,88.3,94.54,6.24
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1939,1600402,Mazagão - AP,15490,15935,445,21802,71.05,73.09,2.04
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1938,1600501,Oiapoque - AP,20335,20636,301,27092,75.06,76.17,1.11
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1936,1600535,Porto Grande - AP,12324,12458,134,17794,69.26,70.01,0.75
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1935,1600550,Pracuúba - AP,3269,3274,5,3800,86.03,86.16,0.13
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1934,1600600,Santana - AP,87947,98213,10266,107334,81.94,91.5,9.56
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1933,1600709,Tartarugalzinho - AP,7522,7899,377,12900,58.31,61.23,2.92
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-1932,1600808,Vitória do Jari - AP,7715,9517,1802,11244,68.61,84.64,16.03
